SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
530235,KJMC FIN.   ,9.6,9.6,9.6,9.6
530239,SUVEN LIFE S,87.6,90.85,86.3,88.8
530245,ARYAMAN FIN.,41.0,41.0,41.0,41.0
530253,RAJ.TUBE MFG,16.5,16.5,16.5,16.5
530259,INTER ST.OIL,9.5,9.6,9.5,9.6
530267,SABOO BROS. ,13.15,13.15,12.9,12.9
530281,QUANTUM DIG.,2.6,2.6,2.6,2.6
530289,SP CAPITAL  ,15.5,15.5,15.5,15.5
530299,KOTHARI PROD,77.5,77.5,69.65,70.0
530305,PICCADILY AG,10.99,10.99,10.55,10.7
530307,CHAMANLAL SE,79.95,80.45,78.95,79.25
530309,CHANDRA PRAB,27.2,29.9,27.2,29.9
530313,KIMIABL     ,41.55,42.95,41.15,41.2
530315,HIND.TIN WRK,59.0,65.5,59.0,65.1
530317,GODAVARI DRU,39.6,40.95,39.5,39.55
530331,PREMCO GLOB.,312.0,320.0,312.0,312.1
530341,MUKESH BABU ,105.75,105.75,105.75,105.75
530343,GENUS POWER ,38.7,39.4,37.9,38.05
530355,ASIANENE    ,97.9,98.0,95.5,97.5
530357,KBS INDIA   ,4.9,4.9,4.9,4.9
530363,UGAR SUGAR  ,16.95,16.95,16.4,16.6
530365,ORIENTBELL  ,226.0,230.0,221.9,228.05
530367,NRB BEARINGS,118.2,119.0,114.2,116.55
530369,VAMSHI RUBB.,18.45,18.45,17.6,18.0
530377,NILA INFRA. ,5.3,5.3,5.14,5.25
530393,DB INT.ST.BR,9.27,9.27,8.78,9.17
530401,VINYOFLEX LT,32.9,32.9,30.0,31.2
530405,JINDAL CAP. ,9.67,9.67,8.25,9.0
530407,EPIC ENERGY ,2.96,2.96,2.96,2.96
530419,SUMEDHA FISC,30.9,30.9,28.05,28.8
530421,KUWER INDS. ,3.97,3.97,3.97,3.97
530427,CHOKSI IMAG ,24.5,24.8,23.54,23.99
530431,ADOR FONTECH,39.55,40.75,39.0,39.2
530433,SHIVA FERT. ,33.35,33.35,31.55,32.3
530439,SIDDHA VEN  ,1.3,1.32,1.21,1.31
530445,SUMERU IND  ,0.86,0.9,0.86,0.9
530449,RUNGTA IRRIG,18.6,18.6,18.6,18.6
530459,VALSON INDUS,16.95,16.95,15.1,15.85
530461,SABOO SODIUM,8.33,8.33,8.33,8.33
530475,TINNARUBR   ,36.25,36.25,36.25,36.25
530477,VIKRAM THERM,163.75,167.9,161.1,165.0
530495,STRATMONT   ,14.5,15.25,14.5,14.5
530499,A.K.CAPITAL ,386.95,386.95,366.7,367.35
530517,RELAXO FOOT.,880.0,889.0,865.0,869.4
530521,VIRAT INDUS.,40.0,46.0,39.0,42.6
530525,SHEETAL DIAM,1.86,1.86,1.86,1.86
530533,TERAI TEA CO,38.05,38.5,37.0,38.2
530543,MARG LTD    ,5.5,5.97,5.5,5.63
530545,COSCO INDIA ,104.0,119.95,100.7,109.15
530549,SHILPA MEDIC,371.0,385.0,370.05,377.75
530555,PARAMOUNT CO,8.44,8.52,8.3,8.43
530557,NCL RESEARCH,0.52,0.52,0.52,0.52
530565,ARCHANA SOFT,2.21,2.25,2.21,2.25
530571,EXPLICIT FIN,1.61,1.61,1.61,1.61
530577,LADDERUP FIN,14.49,14.68,14.49,14.65
530579,UYFINCORP   ,3.38,3.6,3.37,3.5
530585,SWASTIK INV ,146.0,146.0,135.0,139.8
530589,PRIMA PLASTI,83.95,99.0,82.3,92.0
530609,CARNATION IN,6.14,6.14,6.14,6.14
530615,GARG FURNACE,15.87,15.87,15.87,15.87
530617,SAMPRE NUTRI,16.0,16.85,16.0,16.85
530621,AAIL        ,17.55,19.0,17.0,18.05
530627,VIPULORG    ,149.0,149.75,146.0,146.45
530643,ECORECO     ,54.25,57.45,52.0,53.05
530655,GOODLUCK    ,73.1,75.85,71.95,74.45
530663,GOYAL ASSO. ,2.67,2.75,2.66,2.66
530665,ZENITH HEALT,8.72,8.72,8.72,8.72
530677,SUPREME HO  ,15.0,15.0,14.32,14.65
530689,LYKISLTD    ,27.0,27.1,26.0,26.15
530695,PRIME PROP  ,10.62,11.7,10.62,11.02
530697,ZENLABS     ,29.95,29.95,26.0,29.0
530699,RAJRAYON    ,0.21,0.22,0.21,0.22
530711,JAGAN LAMPS ,35.0,35.0,31.65,32.6
530713,AJEL        ,4.57,4.57,4.57,4.57
530715,ALPS INDS.  ,1.88,1.9,1.88,1.88
530735,SUPER BAKERS,9.36,9.81,9.36,9.81
530741,OVOBEL FOODS,43.0,43.0,41.9,41.9
530755,CORAL NEWSPR,2.74,2.74,2.61,2.61
530759,STERL.TOOLS ,223.4,229.0,220.0,226.55
530765,DEVKI LEAS. ,1.44,1.44,1.44,1.44
530771,KLG CAPITAL ,10.9,11.1,10.9,11.1
530789,CEEJAY FINAN,86.35,101.8,86.35,94.4
530797,SHREE GANES.,6.05,6.05,6.02,6.02
530803,BHAGIL      ,169.0,172.5,169.0,171.9
530809,BNR UDYOG   ,10.08,10.08,10.08,10.08
530813,KRBL LTD.   ,213.0,213.0,199.0,200.0
530815,REFNOL RESIN,24.75,24.75,23.55,24.65
530821,SSPDL LTD   ,11.26,11.5,11.26,11.5
530825,DAIKAFFIL CH,31.4,32.75,31.0,32.0
530829,CIL SECURITS,11.8,12.3,11.8,12.03
530839,CLIO INFOTEC,1.35,1.41,1.29,1.4
530843,CUPID LTD   ,215.95,215.95,209.2,210.6
530845,SUNSHIELD CH,223.0,223.9,214.0,222.55
530853,HIPOLIN LTD.,41.75,41.75,41.75,41.75
530871,CHEMBOND CHM,182.5,185.1,175.0,183.15
530879,CIFL        ,158.0,158.6,142.0,156.35
530881,ABVL        ,6.54,6.54,6.54,6.54
530883,SUPER CROP. ,8.12,8.5,7.82,8.2
530889,ALKA INDIA  ,0.77,0.77,0.77,0.77
530897,N.G.IND.LTD.,45.0,45.7,42.0,44.25
530915,J.R.FOODS   ,3.15,3.15,2.85,3.15
530919,REMSONS IND.,149.1,152.6,147.85,152.6
530943,SRI ADHIKARI,1.55,1.55,1.55,1.55
530951,RAMINFO     ,31.95,31.95,28.8,30.25
530953,SUNIL AGRO F,33.8,33.8,32.5,32.5
530959,DIANA TEA CO,15.45,15.7,15.25,15.5
530961,VIKASECO    ,2.5,2.53,2.49,2.53
530965,INDIAN OIL  ,99.2,101.95,98.9,100.9
530977,SKCIL       ,33.0,34.7,33.0,33.45
530979,INDIA HOME  ,45.6,45.7,38.0,44.75
530991,ROOPA INDUS ,9.05,9.5,9.05,9.5
530997,UNIQUE ORGAN,12.8,14.1,12.8,13.85
530999,BALAJI AMINE,1669.95,1726.95,1655.0,1684.95
531017,ARIHANT SEC.,4.69,4.69,4.69,4.69
531025,VISAGAR FIN ,0.9,0.91,0.9,0.9
531041,COMPETENT AU,155.0,155.0,144.05,144.45
531051,VINTAGE SECU,4.99,4.99,4.99,4.99
531069,VIJAY SOLVEX,881.1,881.1,881.1,881.1
531080,SHRI KRISH  ,17.5,17.5,16.0,16.0
531082,ALANKIT     ,16.2,16.4,16.15,16.35
531083,NIHAR INFO  ,6.66,6.66,6.66,6.66
531091,UNITED CRED.,10.46,11.31,10.43,10.55
531092,OMINFRAL    ,24.25,24.65,24.1,24.65
531109,ISHAN DYES  ,52.0,52.0,50.25,51.15
531111,GOTHI PLASCO,19.6,19.6,19.6,19.6
531112,BALUFORGE   ,218.7,218.7,218.7,218.7
531120,PATEL ENGG. ,13.62,14.23,13.39,13.76
531126,VIRTUALSOFT.,2.14,2.14,2.14,2.14
531127,MENAMANI    ,13.8,15.14,13.0,15.14
531129,INANI MARBLE,18.7,18.7,17.5,18.25
531137,GEMSTONE INV,1.8,1.83,1.7,1.74
531146,MEDICAMEN BI,620.0,625.0,600.0,613.0
531147,ALICON      ,420.85,430.5,415.0,417.55
531153,DILIGENT    ,8.5,8.5,8.5,8.5
531158,CATVISION   ,7.2,7.2,6.81,6.81
531161,ABM KNOWLEDG,126.05,135.0,120.0,132.55
531162,EMAMI LTD.  ,465.2,472.7,460.45,463.05
531163,KEMISTAR    ,41.75,42.5,41.7,42.5
531164,LASER DIAMON,0.33,0.33,0.33,0.33
531169,SKP SECURE. ,57.75,57.75,57.75,57.75
531172,PRANAV.SPIN ,19.0,19.0,19.0,19.0
531173,SYSCHEM (I) ,7.61,8.75,7.43,8.3
531179,ARMAN FIN   ,645.0,670.15,632.75,638.7
531192,MIDINFRA    ,1.35,1.35,1.35,1.35
531196,GAGAN POLYCO,1.45,1.45,1.43,1.43
531198,DHANADACOL  ,3.93,3.93,3.93,3.93
531199,GLANCE FIN. ,38.8,42.7,38.75,41.55
531201,SHILCHAR TEC,209.85,211.0,204.0,204.6
531203,BRAND REAL  ,36.0,36.0,36.0,36.0
531209,NUCLE.SOFT E,547.5,555.0,534.5,536.7
531210,COLINZ LABOR,8.97,8.97,8.53,8.53
531212,NALIN LEASE ,20.9,20.9,19.0,20.9
531213,MANAP FIN   ,173.8,180.55,172.65,179.35
531215,RTS POWER CO,42.95,43.75,41.6,42.05
531216,COMFORT INTE,6.8,6.88,6.34,6.88
531223,ANJANI SYNT.,22.0,23.0,21.0,22.2
531225,XTGLOBAL    ,25.15,25.4,24.1,24.75
531227,DECO-MICA   ,19.4,19.4,19.4,19.4
531233,RASI ELECTRO,3.99,4.04,3.8,3.99
531234,VICTORY PAPR,136.95,136.95,101.5,111.05
531237,DHRUVA CAP. ,2.91,2.91,2.78,2.78
531241,LINC PEN &PL,170.0,177.95,168.0,168.6
531246,PRIMA IND.  ,15.49,16.26,14.75,16.26
531253,INDIA GELAT.,97.0,98.8,97.0,97.55
531255,PARAGON FIN.,19.5,19.5,19.5,19.5
531257,PRATIKSHA CH,6.0,6.25,5.42,5.71
531259,ESHAMEDIA   ,6.3,6.3,6.3,6.3
531260,SUNEDISON   ,82.2,82.2,82.2,82.2
531266,VST TILLERS ,1822.55,1861.2,1804.35,1832.65
531268,B2B SOFT.   ,13.97,14.49,13.3,14.4
531273,RADHE DEVLOP,9.45,9.45,8.7,8.93
531278,ELIXIR      ,31.9,31.9,28.1,29.5
531279,TRISHAKTI EL,9.55,9.55,9.55,9.55
531280,PANKAJ POLY.,3.27,3.4,3.27,3.4
531281,P.G.IND.LTD.,6.61,6.61,5.99,6.05
531287,NAT PLASTIC ,35.6,36.0,34.5,36.0
531289,NATFIT      ,38.7,39.1,37.0,38.45
531297,ARTEFACT PR ,38.5,40.0,34.0,35.5
531300,AMIT INTNL. ,2.5,2.61,2.5,2.6
531306,DHP INDIA LT,399.8,399.8,387.2,392.0
531307,RRIL        ,13.86,13.86,13.86,13.86
531310,AVAILABLE FI,14.57,14.86,14.57,14.86
531314,INTEGRA CAP.,15.05,15.05,15.05,15.05
531322,HAVISHA     ,0.8,0.85,0.8,0.85
531323,JAYIND      ,4.32,4.33,4.32,4.33
531324,ROSELABS FIN,22.05,22.05,22.0,22.05
531327,CHARMS INDUS,1.47,1.47,1.33,1.39
531328,KRETTOSYS   ,6.09,6.09,5.87,5.87
531334,VIKALP SEC. ,4.1,4.1,4.1,4.1
531335,ZYDUS WELL  ,1905.85,1909.9,1892.8,1904.2
531337,JUMPNET     ,13.82,13.82,13.82,13.82
531341,GUJ.INVESTA ,4.14,4.14,4.14,4.14
531343,INDINFRA    ,2.46,2.46,2.46,2.46
531344,CONTAIN.CORP,594.1,596.9,572.0,575.2
531346,EASTERN TRED,53.0,53.0,50.0,51.25
531349,PANACEA BIOT,208.95,208.95,200.25,201.45
531358,CHOICE INT. ,117.25,117.4,116.45,117.15
531359,SHRIRAM ASSE,66.95,66.95,65.6,65.6
531373,BYKE HOSP   ,19.0,19.8,19.0,19.25
531380,CENTENIAL SU,60.9,60.9,60.9,60.9
531381,ARIHANT FOUN,23.0,23.6,23.0,23.0
531387,HASTI FINANC,4.55,4.55,4.55,4.55
531390,UPSURGE INV.,26.85,26.9,25.75,25.75
531396,WOMEN NETWOR,3.12,3.18,3.12,3.18
531398,SOURCENTRL  ,142.2,151.2,142.2,151.2
531400,ALMONDZ GLO ,27.8,28.0,27.5,27.75
531406,ANS LTD     ,14.89,15.18,14.89,15.18
531409,ALCH CORP   ,6.7,6.7,6.38,6.38
531411,TUNI TEXTILE,0.51,0.55,0.51,0.55
531412,RADIX IND   ,34.65,36.0,34.65,35.1
531416,NARENDRA PRO,9.67,9.67,9.67,9.67
531417,MEGA CORPN. ,0.62,0.63,0.59,0.63
531426,TAMIL.NEWSPR,132.55,132.55,130.4,131.65
531429,ADVENT COMP.,1.61,1.75,1.61,1.75
531431,SHAKTI PUMPS,554.25,560.0,541.85,545.6
531436,SAFFRON IND ,4.74,4.74,4.74,4.74
531437,PWASML      ,23.1,25.0,23.1,23.55
531439,GOLDSTONE EN,16.54,17.25,16.54,16.54
531449,GRM OVERSEAS,963.0,1046.9,963.0,1042.8
531453,MOHIT INDUS.,7.53,7.9,7.21,7.47
531454,POLYLINK POL,13.75,13.75,13.4,13.75
531456,MINAXI TEXT.,0.57,0.57,0.57,0.57
531460,CONTI.CONTRL,3.62,3.99,3.62,3.64
531465,NOUVEAU     ,12.4,12.4,12.4,12.4
531471,DUKE OFFSHOR,11.0,11.48,10.95,11.22
531489,CG-VAK SOFTW,94.0,94.0,89.2,93.85
531495,BLUECOAST   ,4.99,4.99,4.99,4.99
531496,OMKAR OVERSE,1.07,1.07,1.0,1.0
531497,MADHUCON PRJ,5.95,6.54,5.95,6.54
531499,SYBLY INDS. ,3.25,3.41,3.25,3.35
531500,RAJESH EXPO.,496.0,507.0,493.0,500.9
531502,ESAAR (I)LTD,2.99,2.99,2.99,2.99
531503,MARIS SPIN. ,30.05,30.05,27.5,29.9
531508,EVEREADY (I),251.75,262.0,251.75,259.75
531509,STEP TWO COR,5.8,5.8,5.8,5.8
531515,MAHAN IND.  ,0.25,0.25,0.24,0.24
531518,VIKASPROP   ,2.57,2.58,2.51,2.58
531525,ACE SOFTWARE,13.75,14.0,13.6,13.64
531531,HATSUN AGRO ,732.0,732.0,710.0,711.85
531533,E.COM INFOTE,9.88,9.88,9.88,9.88
531539,RISHABH DIGH,21.7,21.7,19.15,20.15
531540,MARUTI INFRA,23.4,25.05,21.25,23.3
531541,KOBO        ,4.12,4.54,4.12,4.12
531543,JINDAL WORLD,59.5,59.5,55.65,56.45
531548,SOMANY CRAM ,422.4,453.0,413.0,447.35
531552,RAGHUNATH TO,5.3,5.3,5.3,5.3
531556,CORAL (I)FIN,25.4,25.4,24.4,25.0
531574,VAS INFRA   ,5.22,5.22,5.03,5.05
531578,KMF BUILDERS,4.14,4.14,4.14,4.14
531583,RAP MEDIA   ,7.76,7.76,7.76,7.76
531585,DEVINE IMPE ,1.74,1.74,1.74,1.74
531591,BAMPSL SECUR,2.13,2.13,2.05,2.06
531592,GENPHARMA   ,9.19,9.39,8.55,9.06
531595,CGCL        ,350.0,368.2,344.45,366.05
531599,FDC LIMITED ,283.0,286.55,280.0,281.45
531600,GOGIA CAP   ,41.8,41.8,41.8,41.8
531608,GORANI INDUS,11.88,11.88,11.88,11.88
531609,KG PETROCHEM,185.65,185.65,180.05,180.05
531613,MAL         ,0.7,0.7,0.64,0.7
531621,CENTERAC    ,1.61,1.61,1.61,1.61
531624,COUNTRY COND,2.62,2.68,2.49,2.5
531626,OROSMITHS   ,3.51,3.51,3.4,3.4
531633,LINCOLN PHAR,236.0,236.0,231.0,231.65
531635,SILVER OAK  ,18.0,18.9,18.0,18.9
531637,PRAVEG      ,62.5,64.9,62.5,63.75
531642,MARICOLTD   ,420.1,428.7,406.05,409.8
531648,MAHAVIRIND  ,0.7,0.72,0.7,0.72
531658,TRIJAL IND. ,2.85,3.04,2.85,3.0
531661,HITTCO TOOLS,4.53,4.53,4.53,4.53
531667,RRMETAL     ,22.0,22.0,22.0,22.0
531668,VISION CORPO,0.98,1.03,0.98,1.03
531672,INANI SEC.  ,19.0,19.0,19.0,19.0
531680,MAYUR LEATHR,5.15,5.15,5.15,5.15
531687,KARUTURI GLO,0.29,0.31,0.29,0.31
531688,PRITHVIEXCH ,19.4,21.2,18.85,19.3
531692,KHYATI MULTI,0.78,0.81,0.75,0.75
531694,RAINBOW FOUN,7.65,7.65,7.65,7.65
531717,VIDHIING    ,141.05,142.0,135.0,137.25
531719,BHAGIRA.CHEM,379.95,379.95,369.95,370.0
531726,PANCHSHEEL O,82.7,88.4,82.7,88.4
531727,MENON PISTON,20.0,20.0,19.1,19.3
531737,GREENCREST  ,0.6,0.6,0.6,0.6
531739,GENNEX LAB  ,4.64,4.64,4.36,4.43
531746,PRAJAY ENGS.,8.61,9.21,8.61,9.02
531752,SUN TECHNO  ,0.2,0.2,0.19,0.2
531761,APOLLOPIPES ,702.5,708.0,693.5,701.25
531762,UNJHA FORMUL,7.62,7.64,7.61,7.61
531768,POLY MEDICUR,716.35,726.05,677.65,712.95
531778,KACHCHHMIN  ,7.15,7.16,7.15,7.15
531784,KCLINFRA    ,0.95,1.05,0.95,1.04
531795,ATUL AUTO   ,185.0,185.3,182.75,184.4
531802,PRERNA INFR ,18.8,19.2,18.55,18.55
531810,METAL COATIN,24.25,24.25,23.95,23.95
531812,SGN TELECOMS,0.5,0.5,0.5,0.5
531813,GANGAPAPERS ,31.0,31.0,31.0,31.0
531814,TIRUPATI SAR,6.85,7.69,6.85,7.19
531822,RODIUM      ,69.0,73.95,61.05,62.85
531841,INDUSFINL   ,5.22,5.22,5.22,5.22
531842,LAHOTI OVER.,15.3,15.8,14.7,15.4
531859,ORIENTAL VEN,56.95,56.95,53.25,54.1
531861,JOINDRE CAPI,17.55,18.0,17.4,17.45
531862,BHARATAGRI  ,159.05,162.95,158.5,159.45
531867,UNITECH INTE,3.7,3.7,3.7,3.7
531869,SACHETA MET.,19.0,20.0,18.55,19.4
531878,ANJANI FINL ,3.3,3.3,3.3,3.3
531879,PIONEER DIS.,108.1,109.35,107.5,107.5
531881,GMETCOAL    ,13.25,13.25,13.0,13.0
531888,REXNORD ELE.,31.75,33.5,30.35,31.75
531892,KHANDWALA SE,13.35,14.0,13.35,14.0
531893,SAWACA BUSI ,0.82,0.9,0.82,0.9
531900,CCL INTER   ,16.2,16.2,16.2,16.2
531902,GALLOPENT   ,5.13,5.13,5.13,5.13
531909,SWAGRUHA    ,4.79,4.79,4.35,4.35
531917,TWINSTAR SOF,0.89,0.89,0.81,0.81
531921,AGAR IND COR,157.0,157.0,152.0,153.45
531923,DHAMPURE SGR,19.5,21.0,19.5,20.95
531925,SHANTANU SHE,0.92,0.96,0.92,0.96
531929,INNOCORP L  ,1.25,1.25,1.25,1.25
531950,VERTEX SEC. ,0.75,0.81,0.75,0.81
531952,RIBA TEXTILS,59.6,60.5,52.0,52.55
531962,SHREMETAL   ,20.55,20.55,20.55,20.55
531968,IITL PROJ   ,26.95,26.95,26.95,26.95
531977,CHARTERLOGIS,3.59,3.59,3.37,3.4
531978,AMBIKA COTTO,969.1,1015.6,956.1,983.3
531979,HIND ALUMIN ,38.75,38.75,36.0,36.3
531982,SPECTR FOOD ,12.46,12.46,12.45,12.46
531991,AMRAWOR AGRI,0.65,0.65,0.65,0.65
531996,ODYSSEY CORP,0.94,0.94,0.94,0.94
532005,SAM INDUS.  ,12.82,12.82,12.82,12.82
532007,SHREEVAT.FIN,5.25,5.25,4.99,4.99
532011,POOJA ENT   ,69.25,69.25,69.25,69.25
532015,GRAVITY (I) ,1.4,1.4,1.35,1.35
532022,FILAT FASH  ,2.59,2.59,2.59,2.59
532033,JAIN STUDIOS,2.34,2.34,2.13,2.13
532035,UNISTAR MULT,4.44,4.44,4.44,4.44
532039,ZENOTECH    ,39.2,43.3,39.2,41.05
532041,HINDUSTN BIO,2.73,2.73,2.73,2.73
532051,SWELECT     ,188.75,191.15,188.0,188.3
532053,WALLFORT FIN,38.5,38.5,34.45,35.55
532054,KDDL LTD    ,302.0,302.0,300.0,300.0
532056,ADINATH EXIM,6.88,7.22,6.55,6.56
532057,ABHINAV CAP ,36.9,36.9,36.9,36.9
532067,KILPEST (I) ,309.15,311.8,307.05,307.75
532070,SUPERB PAPER,11.35,11.54,10.52,10.98
532090,VANDANA     ,0.63,0.63,0.6,0.6
532092,SAGARPROD   ,6.2,6.27,6.0,6.02
532097,MUKAND ENGG.,14.01,14.02,11.97,12.98
532100,INDO-CITY IN,2.33,2.33,2.33,2.33
532102,SBEC SUGAR  ,5.5,5.85,5.5,5.8
532113,BRIJLAXMI LE,1.57,1.57,1.57,1.57
532114,AREALTY     ,3.88,3.88,3.88,3.88
532123,BSE  INFRA  ,0.99,1.0,0.99,1.0
532134,BANKBARODA  ,90.0,90.7,89.1,89.9
532140,MOHITE      ,9.7,10.7,9.7,10.21
532141,ANDHRA CEMEN,5.41,5.71,5.41,5.57
532143,SKM EGG PROD,50.4,51.0,49.3,50.85
532144,WELCORP     ,126.25,132.3,125.4,131.3
532149,BNK OF INDIA,88.9,89.7,86.1,86.5
532150,INDRAPRAST  ,55.0,55.0,53.55,53.65
532154,SUNSHINE    ,2.8,2.8,2.8,2.8
532155,GAIL (I) LTD,146.85,152.7,146.3,150.85
532156,VAIBHAVGBL  ,3312.0,3492.45,3298.05,3467.65
532159,TRESCON     ,63.0,63.0,60.05,62.4
532160,GUJ.STAT.FIN,2.68,2.68,2.58,2.67
532162,JK PAPER    ,148.0,149.45,145.3,145.75
532163,SAREGAMA (I),1079.35,1079.35,1025.0,1039.2
532164,MINOLTA FIN.,1.2,1.2,1.1,1.1
532172,ADROITINFO  ,7.78,8.16,7.78,8.16
532173,CYBERTECH   ,128.0,129.7,125.2,126.45
532174,ICICI BANK  ,640.15,648.35,626.55,627.95
532175,CYIENT      ,651.35,663.55,651.35,656.45
532178,ENGINRS.(I) ,73.3,76.55,73.3,75.4
532180,DHANALAK.BNK,14.04,14.11,13.91,13.98
532181,GUJ.MINERAL ,60.1,64.4,59.05,62.65
532183,GAYATRI SUGR,1.85,1.95,1.81,1.86
532187,INDUSIND BNK,1081.9,1119.2,1081.0,1109.75
532189,INDIA TOURIS,321.0,327.3,315.25,318.35
532209,J & K BANK  ,29.9,30.1,29.5,29.65
532210,CITY UNION  ,168.0,170.15,166.8,167.35
532212,ARCHIES LTD ,12.15,12.36,11.83,12.0
532215,AXIS BANK   ,766.0,783.25,760.0,770.8
532216,HB STOCKHOL.,15.08,15.08,15.08,15.08
532217,SIEL FINANCL,2.84,2.84,2.84,2.84
532218,SOUTH IND.BK,9.07,9.14,8.85,8.9
532219,ENERGY DEV. ,10.14,10.18,9.63,10.18
532221,SONATA SOFT.,470.0,500.0,470.0,491.5
532230,BENGAL TEA &,40.0,40.9,36.75,36.95
532234,NAT.ALUM    ,55.6,57.65,55.6,57.2
532240,INDIA NIPPON,407.95,409.3,390.0,392.15
532256,NALWA SONS  ,1120.0,1146.2,1103.05,1103.05
532259,APAR INDUS. ,465.2,473.9,465.2,471.8
532262,TCI INDUS.  ,795.0,800.0,795.0,800.0
532268,ACCELYA     ,896.5,909.95,888.0,900.6
532271,CYBERMATE   ,1.47,1.47,1.45,1.45
532281,HCL TECHNO  ,923.95,934.0,923.15,928.45
532284,TCFC FINANCE,27.0,28.3,26.2,26.65
532285,GEOJITFSL   ,52.0,52.45,51.5,52.25
532286,JINDAL STE  ,339.25,346.95,339.25,344.8
532290,BLB LTD.    ,5.22,5.46,5.21,5.46
532296,GLENMARK PHA,470.0,477.8,468.8,472.55
532300,WOCKHARDT   ,495.4,507.4,491.4,493.25
532301,TATA COFFEE ,112.2,119.25,111.6,118.5
532304,KJMCCORP    ,14.7,14.7,14.7,14.7
532305,IND-SWIFT LA,82.0,82.0,75.9,78.15
532307,MELSTAR INFO,1.98,2.0,1.98,2.0
532309,GEPIL       ,275.2,284.0,275.2,279.15
532310,SHREE RAMA  ,8.99,8.99,7.81,8.2
532313,MAHINDRALIFE,485.1,524.5,482.35,510.05
532320,VAARAD      ,3.32,3.32,3.32,3.32
532321,CADILA HEALT,441.0,444.7,436.35,437.8
532323,SHIVA CEMENT,21.65,21.65,20.65,21.0
532324,CINEVISTA   ,6.1,6.4,6.02,6.31
532326,INTENS TECH ,36.2,38.0,35.2,37.4
532329,DANLAW TECH.,212.1,212.1,212.1,212.1
532331,AJANTA PHARM,1719.0,1760.35,1719.0,1748.2
532333,HB PORTFOLIO,18.85,20.7,18.85,19.65
532334,HB ESTATE DE,10.12,10.62,10.12,10.62
532339,COMPUCOM SOF,8.5,8.9,8.5,8.82
532341,IZMO        ,60.0,62.0,58.0,60.2
532343,TVS MOTOR L ,602.0,609.45,593.1,596.75
532344,SOFTSOL (I) ,95.7,95.7,86.6,92.35
532345,GATI LTD.   ,96.5,97.4,93.5,93.95
532348,SUBEX LTX   ,27.3,29.6,27.3,28.45
532349,TRANSPORT CO,251.7,251.7,247.25,248.15
532350,PADMALAYA TE,2.5,2.59,2.38,2.54
532351,AKSH OPTIFIB,6.71,7.1,6.7,6.93
532355,PICTURHOUSE ,1.48,1.48,1.48,1.48
532356,TRIVENI ENGG,79.0,85.5,79.0,83.55
532357,MUKTA ARTS  ,31.3,31.7,30.7,30.7
532359,HITKIT GLOB ,0.49,0.49,0.49,0.49
532362,NAGPUR POWER,26.5,26.5,25.75,25.75
532365,DYNACONS SYS,63.95,68.6,62.2,68.0
532366,PNB GILTS   ,52.5,53.6,52.5,53.15
532368,BCG         ,7.8,8.09,7.51,8.03
532369,RAMCO INDS. ,254.5,256.55,251.0,253.6
532370,RAMCO  SYSTM,625.0,626.0,604.5,608.75
532371,TATA TELESER,14.4,15.9,14.4,15.9
532372,VIRINCHI    ,35.25,37.35,35.25,36.7
532373,WEPSOLN     ,22.3,22.95,21.55,22.0
532374,STER TECH   ,218.0,218.75,212.0,214.2
532375,TIPSINDUSTR ,433.7,433.7,406.0,431.0
532376,MRO-TEK     ,36.75,36.75,36.75,36.75
532378,UNIVERSAL A ,0.82,0.82,0.76,0.8
532379,FIRSTOBJ    ,5.2,5.2,5.2,5.2
532380,BABA ARTS   ,9.5,10.4,9.5,9.9
532382,BALAJI TELE.,61.25,62.5,60.4,60.85
532384,TYCHE INDS  ,212.0,216.45,210.55,212.05
532386,CALIFORN.SOF,9.34,9.34,8.8,9.0
532387,PRITISHN COM,18.3,18.3,17.75,18.05
532388,INDIAN OVER.,18.45,19.03,18.0,19.03
532390,TAJ GVK HOTL,127.0,127.0,125.1,126.75
532391,OPTO CIRCUIT,4.67,4.67,4.4,4.45
532392,CREATIVE EYE,2.57,2.79,2.57,2.79
532395,AXISCADES   ,53.4,53.4,49.15,49.25
532398,UMESL       ,3.69,3.69,3.69,3.69
532400,BSOFT       ,243.5,243.5,231.25,232.0
532404,SAVEN TECHNO,36.95,36.95,34.2,34.2
532406,AVANTEL LTD ,419.0,432.0,416.05,419.3
532407,MOSCHIP     ,17.5,17.5,16.65,17.25
532408,MEGASOFT LTD,11.25,12.03,11.21,11.61
532410,TRANSCORP IN,9.25,9.68,9.25,9.32
532413,CEREBRA INTE,53.6,54.8,52.3,53.0
532416,MID-DAY MULT,4.68,4.7,4.45,4.45
532419,SMARTLINK   ,94.0,94.95,92.7,93.95
532424,GODREJ CONS ,693.2,698.95,684.6,696.05
532425,GENUSPRIME  ,5.16,5.16,5.16,5.16
532430,BF UTILI    ,280.0,284.0,275.75,279.55
532432,UNITD SPR   ,553.0,553.0,543.75,544.5
532435,SANINFRA    ,91.85,91.85,87.1,91.55
532439,OLECTRA     ,187.0,188.9,180.45,184.0
532440,MPS LTD     ,461.0,489.2,461.0,482.6
532441,RNBOWDENIM  ,1.33,1.47,1.33,1.47
532443,CERA SANITAR,3976.1,3985.45,3903.05,3948.1
532444,T. SPIRITUAL,0.48,0.48,0.46,0.46
532454,BHARTI ARTL ,581.0,584.45,577.0,579.15
